k,k-Itemset,NumOccurences
9,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
9,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
9,"('domestic eggs', 'other vegetables', 'pork', 'root vegetables', 'sausage', 'shopping bags', 'soda', 'vinegar', 'whole milk')",1
9,"('canned beer', 'curd', 'finished products', 'frankfurter', 'hamburger meat', 'packaged fruit/vegetables', 'sweet spreads', 'whipped/sour cream', 'white bread')",1
9,"('beverages', 'curd', 'newspapers', 'other vegetables', 'pip fruit', 'rolls/buns', 'sausage', 'soft cheese', 'specialty bar')",1
9,"('beverages', 'curd', 'newspapers', 'other vegetables', 'pip fruit', 'rolls/buns', 'sausage', 'soft cheese', 'yogurt')",1
9,"('beverages', 'curd', 'newspapers', 'other vegetables', 'pip fruit', 'rolls/buns', 'sausage', 'specialty bar', 'yogurt')",1
9,"('beverages', 'curd', 'newspapers', 'other vegetables', 'pip fruit', 'rolls/buns', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('beverages', 'curd', 'newspapers', 'other vegetables', 'pip fruit', 'sausage', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('beverages', 'curd', 'newspapers', 'other vegetables', 'rolls/buns', 'sausage', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('beverages', 'curd', 'newspapers', 'pip fruit', 'rolls/buns', 'sausage', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('beverages', 'curd', 'other vegetables', 'pip fruit', 'rolls/buns', 'sausage', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('beverages', 'newspapers', 'other vegetables', 'pip fruit', 'rolls/buns', 'sausage', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('curd', 'newspapers', 'other vegetables', 'pip fruit', 'rolls/buns', 'sausage', 'soft cheese', 'specialty bar', 'yogurt')",1
9,"('bottled beer', 'chicken', 'frankfurter', 'meat', 'misc. beverages', 'other vegetables', 'pastry', 'root vegetables', 'salt')",1
9,"('frozen dessert', 'grapes', 'onions', 'root vegetables', 'salty snack', 'tropical fruit', 'whipped/sour cream', 'whole milk', 'yogurt')",1
9,"('beef', 'beverages', 'frankfurter', 'other vegetables', 'rolls/buns', 'softener', 'vinegar', 'white bread', 'whole milk')",1
9,"('citrus fruit', 'curd', 'detergent', 'other vegetables', 'pastry', 'soda', 'syrup', 'tropical fruit', 'whole milk')",1
9,"('beef', 'berries', 'fruit/vegetable juice', 'misc. beverages', 'pip fruit', 'pork', 'root vegetables', 'sausage', 'soda')",1
9,"('berries', 'condensed milk', 'domestic eggs', 'frankfurter', 'frozen fish', 'liver loaf', 'rolls/buns', 'sliced cheese', 'whole milk')",1
9,"('beef', 'curd', 'frankfurter', 'frozen meals', 'meat', 'sugar', 'waffles', 'white bread', 'whole milk')",1
9,"('flour', 'onions', 'rolls/buns', 'sausage', 'soda', 'specialty chocolate', 'tropical fruit', 'whipped/sour cream', 'yogurt')",1
9,"('brandy', 'frozen dessert', 'pork', 'rolls/buns', 'sausage', 'shopping bags', 'soda', 'whole milk', 'yogurt')",1
9,"('cake bar', 'citrus fruit', 'frankfurter', 'ice cream', 'other vegetables', 'pip fruit', 'rolls/buns', 'spread cheese', 'yogurt')",1
9,"('bottled water', 'dog food', 'finished products', 'frankfurter', 'liquor (appetizer)', 'newspapers', 'shopping bags', 'tropical fruit', 'yogurt')",1
9,"('UHT-milk', 'canned beer', 'chicken', 'citrus fruit', 'hygiene articles', 'napkins', 'shopping bags', 'white wine', 'whole milk')",1
9,"('citrus fruit', 'curd', 'dessert', 'other vegetables', 'pastry', 'red/blush wine', 'sausage', 'specialty chocolate', 'white bread')",1
9,"('canned beer', 'citrus fruit', 'frozen vegetables', 'ham', 'onions', 'other vegetables', 'tropical fruit', 'whole milk', 'yogurt')",1
9,"('bottled beer', 'canned beer', 'domestic eggs', 'ham', 'hamburger meat', 'pickled vegetables', 'rolls/buns', 'salty snack', 'soda')",1
