k,k-Itemset,NumOccurences
3,"('sausage', 'whole milk', 'yogurt')",22
3,"('rolls/buns', 'whole milk', 'yogurt')",20
3,"('other vegetables', 'rolls/buns', 'whole milk')",18
3,"('rolls/buns', 'sausage', 'whole milk')",17
3,"('other vegetables', 'whole milk', 'yogurt')",17
3,"('other vegetables', 'rolls/buns', 'soda')",17
3,"('other vegetables', 'soda', 'whole milk')",17
3,"('sausage', 'soda', 'whole milk')",16
3,"('rolls/buns', 'soda', 'whole milk')",15
3,"('soda', 'whole milk', 'yogurt')",14
3,"('other vegetables', 'rolls/buns', 'sausage')",14
3,"('other vegetables', 'sausage', 'whole milk')",14
3,"('pastry', 'soda', 'whole milk')",14
3,"('frankfurter', 'other vegetables', 'whole milk')",12
3,"('tropical fruit', 'whole milk', 'yogurt')",12
3,"('bottled water', 'soda', 'whole milk')",12
3,"('other vegetables', 'tropical fruit', 'whole milk')",11
3,"('pastry', 'rolls/buns', 'whole milk')",11
3,"('pastry', 'sausage', 'whole milk')",11
3,"('bottled beer', 'rolls/buns', 'whole milk')",10
3,"('citrus fruit', 'rolls/buns', 'whole milk')",10
3,"('other vegetables', 'pastry', 'whole milk')",10
3,"('soda', 'tropical fruit', 'whole milk')",10
3,"('citrus fruit', 'whole milk', 'yogurt')",10
3,"('other vegetables', 'sausage', 'soda')",10
3,"('rolls/buns', 'sausage', 'soda')",10
3,"('rolls/buns', 'shopping bags', 'soda')",10
3,"('rolls/buns', 'tropical fruit', 'whole milk')",10
3,"('canned beer', 'rolls/buns', 'whole milk')",10
3,"('pip fruit', 'rolls/buns', 'whole milk')",10
3,"('other vegetables', 'root vegetables', 'whole milk')",10
3,"('root vegetables', 'whole milk', 'yogurt')",10
3,"('sausage', 'soda', 'yogurt')",10
3,"('frankfurter', 'rolls/buns', 'whole milk')",9
3,"('rolls/buns', 'root vegetables', 'tropical fruit')",9
3,"('pork', 'sausage', 'whole milk')",9
3,"('other vegetables', 'rolls/buns', 'yogurt')",9
3,"('newspapers', 'whole milk', 'yogurt')",9
3,"('shopping bags', 'soda', 'whole milk')",9
3,"('rolls/buns', 'white bread', 'whole milk')",9
3,"('other vegetables', 'sausage', 'tropical fruit')",9
3,"('rolls/buns', 'sausage', 'tropical fruit')",9
3,"('rolls/buns', 'sausage', 'yogurt')",9
3,"('citrus fruit', 'other vegetables', 'yogurt')",9
3,"('rolls/buns', 'root vegetables', 'whole milk')",9
3,"('curd', 'rolls/buns', 'whole milk')",9
3,"('bottled water', 'other vegetables', 'whole milk')",9
3,"('pip fruit', 'whole milk', 'yogurt')",9
3,"('pip fruit', 'soda', 'whole milk')",9
3,"('rolls/buns', 'whipped/sour cream', 'yogurt')",9
3,"('fruit/vegetable juice', 'rolls/buns', 'whole milk')",9
3,"('domestic eggs', 'other vegetables', 'whole milk')",9
3,"('root vegetables', 'sausage', 'soda')",9
3,"('pastry', 'whole milk', 'yogurt')",9
3,"('other vegetables', 'shopping bags', 'whole milk')",8
3,"('shopping bags', 'whole milk', 'yogurt')",8
3,"('other vegetables', 'white bread', 'whole milk')",8
3,"('other vegetables', 'pastry', 'rolls/buns')",8
3,"('pastry', 'sausage', 'soda')",8
3,"('bottled water', 'root vegetables', 'whole milk')",8
3,"('other vegetables', 'pork', 'whole milk')",8
3,"('bottled water', 'other vegetables', 'soda')",8
3,"('other vegetables', 'pip fruit', 'rolls/buns')",8
3,"('other vegetables', 'sausage', 'shopping bags')",8
3,"('canned beer', 'other vegetables', 'whole milk')",8
3,"('margarine', 'soda', 'whole milk')",8
3,"('root vegetables', 'sausage', 'whole milk')",8
3,"('rolls/buns', 'shopping bags', 'whole milk')",8
3,"('frankfurter', 'other vegetables', 'rolls/buns')",8
3,"('brown bread', 'rolls/buns', 'whole milk')",8
3,"('beef', 'other vegetables', 'whole milk')",8
3,"('other vegetables', 'pip fruit', 'whole milk')",8
3,"('root vegetables', 'tropical fruit', 'yogurt')",7
3,"('frankfurter', 'whole milk', 'yogurt')",7
3,"('bottled beer', 'sausage', 'whole milk')",7
3,"('bottled beer', 'whole milk', 'yogurt')",7
3,"('other vegetables', 'pork', 'yogurt')",7
3,"('newspapers', 'pastry', 'whole milk')",7
3,"('pastry', 'sausage', 'yogurt')",7
3,"('canned beer', 'whole milk', 'yogurt')",7
3,"('citrus fruit', 'tropical fruit', 'whole milk')",7
3,"('frozen vegetables', 'soda', 'whole milk')",7
3,"('other vegetables', 'sugar', 'whole milk')",7
3,"('sausage', 'shopping bags', 'whole milk')",7
3,"('other vegetables', 'waffles', 'whole milk')",7
3,"('bottled water', 'rolls/buns', 'soda')",7
3,"('bottled water', 'rolls/buns', 'whole milk')",7
3,"('pork', 'rolls/buns', 'whole milk')",7
3,"('pork', 'soda', 'whole milk')",7
3,"('citrus fruit', 'shopping bags', 'whole milk')",7
3,"('pastry', 'root vegetables', 'soda')",7
3,"('pastry', 'tropical fruit', 'whole milk')",7
3,"('frozen vegetables', 'rolls/buns', 'whole milk')",7
3,"('citrus fruit', 'whipped/sour cream', 'whole milk')",7
3,"('other vegetables', 'sausage', 'yogurt')",7
3,"('citrus fruit', 'other vegetables', 'pork')",7
3,"('citrus fruit', 'other vegetables', 'whole milk')",7
3,"('other vegetables', 'tropical fruit', 'yogurt')",7
3,"('pork', 'whole milk', 'yogurt')",7
3,"('pork', 'rolls/buns', 'yogurt')",7
3,"('beef', 'whipped/sour cream', 'whole milk')",7
3,"('bottled water', 'sausage', 'whole milk')",7
3,"('coffee', 'other vegetables', 'whole milk')",7
3,"('curd', 'sausage', 'yogurt')",7
3,"('other vegetables', 'soda', 'yogurt')",7
3,"('citrus fruit', 'rolls/buns', 'yogurt')",7
3,"('bottled water', 'other vegetables', 'yogurt')",7
3,"('newspapers', 'rolls/buns', 'yogurt')",7
3,"('domestic eggs', 'soda', 'whole milk')",7
3,"('other vegetables', 'pork', 'soda')",7
3,"('fruit/vegetable juice', 'rolls/buns', 'yogurt')",7
3,"('onions', 'whole milk', 'yogurt')",7
3,"('newspapers', 'soda', 'whole milk')",7
3,"('citrus fruit', 'soda', 'tropical fruit')",7
3,"('domestic eggs', 'rolls/buns', 'whole milk')",7
3,"('canned beer', 'soda', 'whole milk')",7
3,"('newspapers', 'root vegetables', 'whole milk')",7
3,"('pip fruit', 'tropical fruit', 'whole milk')",6
3,"('chocolate', 'rolls/buns', 'whole milk')",6
3,"('chicken', 'rolls/buns', 'whole milk')",6
3,"('frankfurter', 'other vegetables', 'yogurt')",6
3,"('other vegetables', 'root vegetables', 'tropical fruit')",6
3,"('other vegetables', 'soda', 'white bread')",6
3,"('butter', 'sausage', 'whole milk')",6
3,"('pip fruit', 'whipped/sour cream', 'whole milk')",6
3,"('other vegetables', 'shopping bags', 'yogurt')",6
3,"('bottled water', 'newspapers', 'yogurt')",6
3,"('other vegetables', 'root vegetables', 'soda')",6
3,"('curd', 'tropical fruit', 'whole milk')",6
3,"('canned beer', 'citrus fruit', 'whole milk')",6
3,"('citrus fruit', 'frankfurter', 'whole milk')",6
3,"('bottled water', 'tropical fruit', 'yogurt')",6
3,"('other vegetables', 'rolls/buns', 'shopping bags')",6
3,"('sausage', 'shopping bags', 'yogurt')",6
3,"('other vegetables', 'rolls/buns', 'root vegetables')",6
3,"('beef', 'citrus fruit', 'whole milk')",6
3,"('bottled water', 'citrus fruit', 'whole milk')",6
3,"('citrus fruit', 'soda', 'whole milk')",6
3,"('brown bread', 'canned beer', 'sausage')",6
3,"('other vegetables', 'pastry', 'soda')",6
3,"('pastry', 'rolls/buns', 'soda')",6
3,"('bottled water', 'pastry', 'soda')",6
3,"('bottled water', 'soda', 'tropical fruit')",6
3,"('frozen vegetables', 'sausage', 'whole milk')",6
3,"('citrus fruit', 'other vegetables', 'pip fruit')",6
3,"('sausage', 'tropical fruit', 'yogurt')",6
3,"('butter', 'citrus fruit', 'whole milk')",6
3,"('margarine', 'pip fruit', 'whole milk')",6
3,"('frankfurter', 'other vegetables', 'sausage')",6
3,"('margarine', 'sausage', 'yogurt')",6
3,"('bottled beer', 'other vegetables', 'whole milk')",6
3,"('bottled beer', 'canned beer', 'whole milk')",6
3,"('citrus fruit', 'pork', 'yogurt')",6
3,"('beef', 'bottled beer', 'whole milk')",6
3,"('curd', 'other vegetables', 'sausage')",6
3,"('bottled water', 'other vegetables', 'rolls/buns')",6
3,"('bottled water', 'domestic eggs', 'whole milk')",6
3,"('beef', 'rolls/buns', 'whole milk')",6
3,"('bottled water', 'curd', 'whole milk')",6
3,"('rolls/buns', 'whipped/sour cream', 'whole milk')",6
3,"('newspapers', 'rolls/buns', 'whole milk')",6
3,"('coffee', 'other vegetables', 'rolls/buns')",6
3,"('bottled beer', 'rolls/buns', 'root vegetables')",6
3,"('pip fruit', 'rolls/buns', 'yogurt')",6
3,"('pastry', 'rolls/buns', 'tropical fruit')",6
3,"('other vegetables', 'whipped/sour cream', 'whole milk')",6
3,"('other vegetables', 'shopping bags', 'tropical fruit')",6
3,"('pork', 'sausage', 'soda')",6
3,"('margarine', 'rolls/buns', 'whole milk')",6
3,"('brown bread', 'other vegetables', 'whole milk')",6
3,"('curd', 'rolls/buns', 'sausage')",6
3,"('newspapers', 'other vegetables', 'rolls/buns')",6
3,"('dessert', 'sausage', 'whole milk')",6
3,"('domestic eggs', 'frankfurter', 'other vegetables')",6
3,"('domestic eggs', 'other vegetables', 'rolls/buns')",6
3,"('curd', 'other vegetables', 'tropical fruit')",6
3,"('canned beer', 'pork', 'whole milk')",6
3,"('pork', 'soda', 'yogurt')",6
3,"('newspapers', 'sausage', 'soda')",6
3,"('frankfurter', 'other vegetables', 'root vegetables')",6
3,"('fruit/vegetable juice', 'rolls/buns', 'tropical fruit')",6
3,"('chewing gum', 'soda', 'yogurt')",6
3,"('curd', 'whole milk', 'yogurt')",6
3,"('coffee', 'root vegetables', 'soda')",6
3,"('bottled beer', 'other vegetables', 'rolls/buns')",6
3,"('fruit/vegetable juice', 'soda', 'whole milk')",6
3,"('canned beer', 'hygiene articles', 'whole milk')",6
3,"('newspapers', 'other vegetables', 'soda')",6
3,"('frankfurter', 'root vegetables', 'whole milk')",6
3,"('processed cheese', 'rolls/buns', 'whole milk')",6
3,"('pork', 'sausage', 'yogurt')",6
3,"('canned beer', 'chicken', 'whole milk')",6
3,"('brown bread', 'soda', 'whole milk')",6
3,"('pastry', 'root vegetables', 'whole milk')",5
3,"('bottled beer', 'chicken', 'whole milk')",5
3,"('bottled beer', 'chocolate', 'whole milk')",5
3,"('bottled beer', 'frankfurter', 'rolls/buns')",5
3,"('root vegetables', 'soda', 'tropical fruit')",5
3,"('bottled water', 'citrus fruit', 'rolls/buns')",5
3,"('grapes', 'whole milk', 'yogurt')",5
3,"('rolls/buns', 'root vegetables', 'shopping bags')",5
3,"('rolls/buns', 'shopping bags', 'tropical fruit')",5
3,"('bottled beer', 'sausage', 'yogurt')",5
3,"('frankfurter', 'pip fruit', 'rolls/buns')",5
3,"('rolls/buns', 'soda', 'tropical fruit')",5
3,"('fruit/vegetable juice', 'sausage', 'whole milk')",5
3,"('other vegetables', 'soft cheese', 'yogurt')",5
3,"('root vegetables', 'tropical fruit', 'whole milk')",5
3,"('butter', 'shopping bags', 'whole milk')",5
3,"('canned beer', 'rolls/buns', 'soda')",5
3,"('coffee', 'frankfurter', 'rolls/buns')",5
3,"('newspapers', 'other vegetables', 'pastry')",5
3,"('newspapers', 'other vegetables', 'whole milk')",5
3,"('other vegetables', 'shopping bags', 'soda')",5
