k,k-Itemset,NumOccurences
7,"('bottled beer', 'chicken', 'chocolate', 'flour', 'frankfurter', 'rolls/buns', 'whole milk')",1
7,"('domestic eggs', 'photo/film', 'root vegetables', 'soda', 'tropical fruit', 'white wine', 'yogurt')",1
7,"('candles', 'frankfurter', 'grapes', 'herbs', 'other vegetables', 'whole milk', 'yogurt')",1
7,"('detergent', 'dishes', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'whisky')",1
7,"('detergent', 'dishes', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'yogurt')",1
7,"('detergent', 'dishes', 'napkins', 'pastry', 'sausage', 'whisky', 'yogurt')",1
7,"('detergent', 'dishes', 'napkins', 'pastry', 'specialty chocolate', 'whisky', 'yogurt')",1
7,"('detergent', 'dishes', 'napkins', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
7,"('detergent', 'dishes', 'pastry', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
7,"('detergent', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
7,"('dishes', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
7,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack')",1
7,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'sausage')",1
7,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'salty snack', 'sausage')",1
7,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'rolls/buns', 'salty snack', 'sausage')",1
7,"('Instant food products', 'bottled beer', 'bottled water', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
7,"('Instant food products', 'bottled beer', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
7,"('Instant food products', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
7,"('bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
7,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk')",1
7,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'yogurt')",1
7,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'whole milk', 'yogurt')",1
7,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'tropical fruit', 'whole milk', 'yogurt')",1
7,"('canned beer', 'citrus fruit', 'frankfurter', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
7,"('canned beer', 'citrus fruit', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
7,"('canned beer', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
7,"('citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
7,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk')",1
7,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'yogurt')",1
7,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'sliced cheese', 'whole milk', 'yogurt')",1
7,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'white bread', 'whole milk', 'yogurt')",1
7,"('baking powder', 'dog food', 'sausage', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
7,"('baking powder', 'dog food', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
7,"('baking powder', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
7,"('dog food', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
7,"('bottled water', 'dog food', 'pork', 'rolls/buns', 'soda', 'turkey', 'whole milk')",1
7,"('bottled beer', 'brown bread', 'butter', 'canned beer', 'cream cheese ', 'dessert', 'other vegetables')",1
7,"('bottled beer', 'brown bread', 'butter', 'canned beer', 'cream cheese ', 'dessert', 'sausage')",1
7,"('bottled beer', 'brown bread', 'butter', 'canned beer', 'cream cheese ', 'other vegetables', 'sausage')",1
7,"('bottled beer', 'brown bread', 'butter', 'canned beer', 'dessert', 'other vegetables', 'sausage')",1
7,"('bottled beer', 'brown bread', 'butter', 'cream cheese ', 'dessert', 'other vegetables', 'sausage')",1
7,"('bottled beer', 'brown bread', 'canned beer', 'cream cheese ', 'dessert', 'other vegetables', 'sausage')",1
7,"('bottled beer', 'butter', 'canned beer', 'cream cheese ', 'dessert', 'other vegetables', 'sausage')",1
7,"('brown bread', 'butter', 'canned beer', 'cream cheese ', 'dessert', 'other vegetables', 'sausage')",1
7,"('citrus fruit', 'misc. beverages', 'packaged fruit/vegetables', 'root vegetables', 'sliced cheese', 'whipped/sour cream', 'yogurt')",1
7,"('other vegetables', 'pastry', 'rolls/buns', 'sausage', 'soda', 'softener', 'sugar')",1
7,"('other vegetables', 'pastry', 'rolls/buns', 'sausage', 'soda', 'softener', 'whole milk')",1
7,"('other vegetables', 'pastry', 'rolls/buns', 'sausage', 'soda', 'sugar', 'whole milk')",1
7,"('other vegetables', 'pastry', 'rolls/buns', 'sausage', 'softener', 'sugar', 'whole milk')",1
7,"('other vegetables', 'pastry', 'rolls/buns', 'soda', 'softener', 'sugar', 'whole milk')",1
7,"('other vegetables', 'pastry', 'sausage', 'soda', 'softener', 'sugar', 'whole milk')",1
7,"('other vegetables', 'rolls/buns', 'sausage', 'soda', 'softener', 'sugar', 'whole milk')",1
7,"('pastry', 'rolls/buns', 'sausage', 'soda', 'softener', 'sugar', 'whole milk')",1
7,"('beef', 'brown bread', 'chicken', 'dessert', 'margarine', 'newspapers', 'pork')",1
7,"('bottled water', 'napkins', 'pastry', 'root vegetables', 'soda', 'specialty fat', 'tropical fruit')",1
7,"('bottled water', 'napkins', 'pastry', 'root vegetables', 'soda', 'specialty fat', 'whole milk')",1
7,"('bottled water', 'napkins', 'pastry', 'root vegetables', 'soda', 'tropical fruit', 'whole milk')",1
7,"('bottled water', 'napkins', 'pastry', 'root vegetables', 'specialty fat', 'tropical fruit', 'whole milk')",1
7,"('bottled water', 'napkins', 'pastry', 'soda', 'specialty fat', 'tropical fruit', 'whole milk')",1
7,"('bottled water', 'napkins', 'root vegetables', 'soda', 'specialty fat', 'tropical fruit', 'whole milk')",1
7,"('bottled water', 'pastry', 'root vegetables', 'soda', 'specialty fat', 'tropical fruit', 'whole milk')",1
7,"('napkins', 'pastry', 'root vegetables', 'soda', 'specialty fat', 'tropical fruit', 'whole milk')",1
7,"('butter milk', 'dental care', 'napkins', 'onions', 'rice', 'rolls/buns', 'specialty chocolate')",1
7,"('beef', 'citrus fruit', 'domestic eggs', 'long life bakery product', 'soda', 'specialty bar', 'vinegar')",1
7,"('beef', 'citrus fruit', 'domestic eggs', 'long life bakery product', 'soda', 'specialty bar', 'white bread')",1
7,"('beef', 'citrus fruit', 'domestic eggs', 'long life bakery product', 'soda', 'vinegar', 'white bread')",1
7,"('beef', 'citrus fruit', 'domestic eggs', 'long life bakery product', 'specialty bar', 'vinegar', 'white bread')",1
7,"('beef', 'citrus fruit', 'domestic eggs', 'soda', 'specialty bar', 'vinegar', 'white bread')",1
7,"('beef', 'citrus fruit', 'long life bakery product', 'soda', 'specialty bar', 'vinegar', 'white bread')",1
7,"('beef', 'domestic eggs', 'long life bakery product', 'soda', 'specialty bar', 'vinegar', 'white bread')",1
7,"('citrus fruit', 'domestic eggs', 'long life bakery product', 'soda', 'specialty bar', 'vinegar', 'white bread')",1
7,"('canned beer', 'margarine', 'rolls/buns', 'salty snack', 'soda', 'waffles', 'whipped/sour cream')",1
7,"('ham', 'other vegetables', 'soda', 'sugar', 'tropical fruit', 'white bread', 'whole milk')",1
7,"('baking powder', 'frozen fish', 'frozen vegetables', 'oil', 'other vegetables', 'rolls/buns', 'sausage')",1
7,"('baking powder', 'frozen fish', 'frozen vegetables', 'oil', 'other vegetables', 'rolls/buns', 'whole milk')",1
7,"('baking powder', 'frozen fish', 'frozen vegetables', 'oil', 'other vegetables', 'sausage', 'whole milk')",1
7,"('baking powder', 'frozen fish', 'frozen vegetables', 'oil', 'rolls/buns', 'sausage', 'whole milk')",1
7,"('baking powder', 'frozen fish', 'frozen vegetables', 'other vegetables', 'rolls/buns', 'sausage', 'whole milk')",1
7,"('baking powder', 'frozen fish', 'oil', 'other vegetables', 'rolls/buns', 'sausage', 'whole milk')",1
7,"('baking powder', 'frozen vegetables', 'oil', 'other vegetables', 'rolls/buns', 'sausage', 'whole milk')",1
7,"('frozen fish', 'frozen vegetables', 'oil', 'other vegetables', 'rolls/buns', 'sausage', 'whole milk')",1
7,"('chicken', 'citrus fruit', 'cream cheese ', 'curd', 'other vegetables', 'pastry', 'pip fruit')",1
7,"('chicken', 'citrus fruit', 'cream cheese ', 'curd', 'other vegetables', 'pastry', 'specialty chocolate')",1
7,"('chicken', 'citrus fruit', 'cream cheese ', 'curd', 'other vegetables', 'pip fruit', 'specialty chocolate')",1
7,"('chicken', 'citrus fruit', 'cream cheese ', 'curd', 'pastry', 'pip fruit', 'specialty chocolate')",1
7,"('chicken', 'citrus fruit', 'cream cheese ', 'other vegetables', 'pastry', 'pip fruit', 'specialty chocolate')",1
7,"('chicken', 'citrus fruit', 'curd', 'other vegetables', 'pastry', 'pip fruit', 'specialty chocolate')",1
7,"('chicken', 'cream cheese ', 'curd', 'other vegetables', 'pastry', 'pip fruit', 'specialty chocolate')",1
7,"('citrus fruit', 'cream cheese ', 'curd', 'other vegetables', 'pastry', 'pip fruit', 'specialty chocolate')",1
7,"('bottled water', 'butter', 'canned beer', 'cookware', 'frozen vegetables', 'ice cream', 'other vegetables')",1
7,"('butter', 'citrus fruit', 'grapes', 'ice cream', 'margarine', 'pip fruit', 'whipped/sour cream')",1
7,"('butter', 'citrus fruit', 'grapes', 'ice cream', 'margarine', 'pip fruit', 'whole milk')",1
7,"('butter', 'citrus fruit', 'grapes', 'ice cream', 'margarine', 'whipped/sour cream', 'whole milk')",1
7,"('butter', 'citrus fruit', 'grapes', 'ice cream', 'pip fruit', 'whipped/sour cream', 'whole milk')",1
7,"('butter', 'citrus fruit', 'grapes', 'margarine', 'pip fruit', 'whipped/sour cream', 'whole milk')",1
7,"('butter', 'citrus fruit', 'ice cream', 'margarine', 'pip fruit', 'whipped/sour cream', 'whole milk')",1
7,"('butter', 'grapes', 'ice cream', 'margarine', 'pip fruit', 'whipped/sour cream', 'whole milk')",1
7,"('citrus fruit', 'grapes', 'ice cream', 'margarine', 'pip fruit', 'whipped/sour cream', 'whole milk')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'whole milk')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'sausage', 'whole milk')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'sausage', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'other vegetables', 'sausage', 'whole milk')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'other vegetables', 'sausage', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'other vegetables', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'margarine', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'misc. beverages', 'other vegetables', 'sausage', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'misc. beverages', 'other vegetables', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'misc. beverages', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'frozen meals', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk')",1
7,"('cat food', 'frankfurter', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'yogurt')",1
7,"('cat food', 'frankfurter', 'margarine', 'misc. beverages', 'other vegetables', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'margarine', 'misc. beverages', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'margarine', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frankfurter', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk')",1
7,"('cat food', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'yogurt')",1
7,"('cat food', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'whole milk', 'yogurt')",1
7,"('cat food', 'frozen meals', 'margarine', 'misc. beverages', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frozen meals', 'margarine', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'frozen meals', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('cat food', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk')",1
7,"('frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'yogurt')",1
7,"('frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'whole milk', 'yogurt')",1
7,"('frankfurter', 'frozen meals', 'margarine', 'misc. beverages', 'sausage', 'whole milk', 'yogurt')",1
7,"('frankfurter', 'frozen meals', 'margarine', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('frankfurter', 'frozen meals', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('frankfurter', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('frozen meals', 'margarine', 'misc. beverages', 'other vegetables', 'sausage', 'whole milk', 'yogurt')",1
7,"('citrus fruit', 'flower (seeds)', 'other vegetables', 'pork', 'tropical fruit', 'whole milk', 'yogurt')",1
7,"('beef', 'bottled water', 'frankfurter', 'ketchup', 'pastry', 'rolls/buns', 'soda')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'tropical fruit')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'whipped/sour cream')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'tropical fruit', 'whipped/sour cream')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'tropical fruit', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'flour', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'rolls/buns', 'tropical fruit', 'whipped/sour cream')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'rolls/buns', 'tropical fruit', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'rolls/buns', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'curd', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream')",1
7,"('beef', 'cake bar', 'candles', 'flour', 'rolls/buns', 'tropical fruit', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'flour', 'rolls/buns', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'flour', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'candles', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream')",1
7,"('beef', 'cake bar', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whole milk')",1
7,"('beef', 'cake bar', 'curd', 'flour', 'rolls/buns', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'curd', 'flour', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'curd', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'cake bar', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'candles', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream')",1
7,"('beef', 'candles', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whole milk')",1
7,"('beef', 'candles', 'curd', 'flour', 'rolls/buns', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'candles', 'curd', 'flour', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'candles', 'curd', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'candles', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('beef', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk')",1
7,"('cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whipped/sour cream')",1
7,"('cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'tropical fruit', 'whole milk')",1
7,"('cake bar', 'candles', 'curd', 'flour', 'rolls/buns', 'whipped/sour cream', 'whole milk')",1
