k,k-Itemset,NumOccurences
6,"('bottled beer', 'chicken', 'chocolate', 'flour', 'frankfurter', 'rolls/buns')",1
6,"('bottled beer', 'chicken', 'chocolate', 'flour', 'frankfurter', 'whole milk')",1
6,"('bottled beer', 'chicken', 'chocolate', 'flour', 'rolls/buns', 'whole milk')",1
6,"('bottled beer', 'chicken', 'chocolate', 'frankfurter', 'rolls/buns', 'whole milk')",1
6,"('bottled beer', 'chicken', 'flour', 'frankfurter', 'rolls/buns', 'whole milk')",1
6,"('bottled beer', 'chocolate', 'flour', 'frankfurter', 'rolls/buns', 'whole milk')",1
6,"('chicken', 'chocolate', 'flour', 'frankfurter', 'rolls/buns', 'whole milk')",1
6,"('domestic eggs', 'photo/film', 'root vegetables', 'soda', 'tropical fruit', 'white wine')",1
6,"('domestic eggs', 'photo/film', 'root vegetables', 'soda', 'tropical fruit', 'yogurt')",1
6,"('domestic eggs', 'photo/film', 'root vegetables', 'soda', 'white wine', 'yogurt')",1
6,"('domestic eggs', 'photo/film', 'root vegetables', 'tropical fruit', 'white wine', 'yogurt')",1
6,"('domestic eggs', 'photo/film', 'soda', 'tropical fruit', 'white wine', 'yogurt')",1
6,"('domestic eggs', 'root vegetables', 'soda', 'tropical fruit', 'white wine', 'yogurt')",1
6,"('photo/film', 'root vegetables', 'soda', 'tropical fruit', 'white wine', 'yogurt')",1
6,"('candles', 'frankfurter', 'grapes', 'herbs', 'other vegetables', 'whole milk')",1
6,"('candles', 'frankfurter', 'grapes', 'herbs', 'other vegetables', 'yogurt')",1
6,"('candles', 'frankfurter', 'grapes', 'herbs', 'whole milk', 'yogurt')",1
6,"('candles', 'frankfurter', 'grapes', 'other vegetables', 'whole milk', 'yogurt')",1
6,"('candles', 'frankfurter', 'herbs', 'other vegetables', 'whole milk', 'yogurt')",1
6,"('candles', 'grapes', 'herbs', 'other vegetables', 'whole milk', 'yogurt')",1
6,"('frankfurter', 'grapes', 'herbs', 'other vegetables', 'whole milk', 'yogurt')",1
6,"('berries', 'butter', 'cream cheese ', 'other vegetables', 'soda', 'white bread')",1
6,"('detergent', 'other vegetables', 'pork', 'shopping bags', 'soft cheese', 'yogurt')",1
6,"('detergent', 'dishes', 'napkins', 'pastry', 'sausage', 'specialty chocolate')",1
6,"('detergent', 'dishes', 'napkins', 'pastry', 'sausage', 'whisky')",1
6,"('detergent', 'dishes', 'napkins', 'pastry', 'sausage', 'yogurt')",1
6,"('detergent', 'dishes', 'napkins', 'pastry', 'specialty chocolate', 'whisky')",1
6,"('detergent', 'dishes', 'napkins', 'pastry', 'specialty chocolate', 'yogurt')",1
6,"('detergent', 'dishes', 'napkins', 'pastry', 'whisky', 'yogurt')",1
6,"('detergent', 'dishes', 'napkins', 'sausage', 'specialty chocolate', 'whisky')",1
6,"('detergent', 'dishes', 'napkins', 'sausage', 'specialty chocolate', 'yogurt')",1
6,"('detergent', 'dishes', 'napkins', 'sausage', 'whisky', 'yogurt')",1
6,"('detergent', 'dishes', 'napkins', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('detergent', 'dishes', 'pastry', 'sausage', 'specialty chocolate', 'whisky')",1
6,"('detergent', 'dishes', 'pastry', 'sausage', 'specialty chocolate', 'yogurt')",1
6,"('detergent', 'dishes', 'pastry', 'sausage', 'whisky', 'yogurt')",1
6,"('detergent', 'dishes', 'pastry', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('detergent', 'dishes', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('detergent', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'whisky')",1
6,"('detergent', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'yogurt')",1
6,"('detergent', 'napkins', 'pastry', 'sausage', 'whisky', 'yogurt')",1
6,"('detergent', 'napkins', 'pastry', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('detergent', 'napkins', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('detergent', 'pastry', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('dishes', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'whisky')",1
6,"('dishes', 'napkins', 'pastry', 'sausage', 'specialty chocolate', 'yogurt')",1
6,"('dishes', 'napkins', 'pastry', 'sausage', 'whisky', 'yogurt')",1
6,"('dishes', 'napkins', 'pastry', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('dishes', 'napkins', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('dishes', 'pastry', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('napkins', 'pastry', 'sausage', 'specialty chocolate', 'whisky', 'yogurt')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'salty snack')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'rolls/buns', 'salty snack')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'rolls/buns', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'domestic eggs', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'grapes', 'rolls/buns', 'salty snack')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'grapes', 'rolls/buns', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'grapes', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'bottled water', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack')",1
6,"('Instant food products', 'bottled beer', 'domestic eggs', 'grapes', 'rolls/buns', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'domestic eggs', 'grapes', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'domestic eggs', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled beer', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack')",1
6,"('Instant food products', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'sausage')",1
6,"('Instant food products', 'bottled water', 'domestic eggs', 'grapes', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled water', 'domestic eggs', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('Instant food products', 'bottled water', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('Instant food products', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack')",1
6,"('bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'sausage')",1
6,"('bottled beer', 'bottled water', 'domestic eggs', 'grapes', 'salty snack', 'sausage')",1
6,"('bottled beer', 'bottled water', 'domestic eggs', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('bottled beer', 'bottled water', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('bottled beer', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('bottled water', 'domestic eggs', 'grapes', 'rolls/buns', 'salty snack', 'sausage')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'whole milk')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'tropical fruit', 'whole milk')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'tropical fruit', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'hard cheese', 'whole milk', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'specialty chocolate', 'tropical fruit', 'whole milk')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'specialty chocolate', 'tropical fruit', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'specialty chocolate', 'whole milk', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'frankfurter', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk')",1
6,"('canned beer', 'citrus fruit', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'hard cheese', 'specialty chocolate', 'whole milk', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'hard cheese', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('canned beer', 'citrus fruit', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('canned beer', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk')",1
6,"('canned beer', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'yogurt')",1
6,"('canned beer', 'frankfurter', 'hard cheese', 'specialty chocolate', 'whole milk', 'yogurt')",1
6,"('canned beer', 'frankfurter', 'hard cheese', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('canned beer', 'frankfurter', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('canned beer', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk')",1
6,"('citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'yogurt')",1
6,"('citrus fruit', 'frankfurter', 'hard cheese', 'specialty chocolate', 'whole milk', 'yogurt')",1
6,"('citrus fruit', 'frankfurter', 'hard cheese', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('citrus fruit', 'frankfurter', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('citrus fruit', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('frankfurter', 'hard cheese', 'specialty chocolate', 'tropical fruit', 'whole milk', 'yogurt')",1
6,"('butter', 'butter milk', 'grapes', 'hygiene articles', 'pudding powder', 'soda')",1
6,"('baking powder', 'butter', 'curd', 'dishes', 'margarine', 'pastry')",1
6,"('cream cheese ', 'hard cheese', 'liquor', 'newspapers', 'other vegetables', 'root vegetables')",1
6,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'sliced cheese', 'white bread')",1
6,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'sliced cheese', 'whole milk')",1
6,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'sliced cheese', 'yogurt')",1
6,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'white bread', 'whole milk')",1
6,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'white bread', 'yogurt')",1
6,"('baking powder', 'dog food', 'sausage', 'shopping bags', 'whole milk', 'yogurt')",1
6,"('baking powder', 'dog food', 'sausage', 'sliced cheese', 'white bread', 'whole milk')",1
6,"('baking powder', 'dog food', 'sausage', 'sliced cheese', 'white bread', 'yogurt')",1
6,"('baking powder', 'dog food', 'sausage', 'sliced cheese', 'whole milk', 'yogurt')",1
6,"('baking powder', 'dog food', 'sausage', 'white bread', 'whole milk', 'yogurt')",1
6,"('baking powder', 'dog food', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk')",1
6,"('baking powder', 'dog food', 'shopping bags', 'sliced cheese', 'white bread', 'yogurt')",1
6,"('baking powder', 'dog food', 'shopping bags', 'sliced cheese', 'whole milk', 'yogurt')",1
6,"('baking powder', 'dog food', 'shopping bags', 'white bread', 'whole milk', 'yogurt')",1
6,"('baking powder', 'dog food', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
6,"('baking powder', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk')",1
6,"('baking powder', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'yogurt')",1
6,"('baking powder', 'sausage', 'shopping bags', 'sliced cheese', 'whole milk', 'yogurt')",1
6,"('baking powder', 'sausage', 'shopping bags', 'white bread', 'whole milk', 'yogurt')",1
6,"('baking powder', 'sausage', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
6,"('baking powder', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk', 'yogurt')",1
6,"('dog food', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'whole milk')",1
6,"('dog food', 'sausage', 'shopping bags', 'sliced cheese', 'white bread', 'yogurt')",1
6,"('dog food', 'sausage', 'shopping bags', 'sliced cheese', 'whole milk', 'yogurt')",1
